label,content
F,"$BYND $DIS $QCOM $XLRN Rant pt1 I've got calls on three and puts on one, but I just had to but out some fact in the midst of this whole 2019-nCOV hysteria. Statistically speaking the 2% mortality rate is quite high, b... https://t.co/9JP5qG2tIb"
F,"Wang Xinyue, a nurse from Shijiazhuang People's Hospital, went to Jinyintan Hospital in #Wuhan to help fight against the #coronavirus. Her 87-year-old grandma made a video to back her up. https://t.co/UMjpfoLCFn"
F,"South Korea confirms 115 more coronavirus cases, bringing total infections to 1,261 in Asia's second virus hot spot after China https://t.co/7LPI1hBjIq"
F,"Regardless of where one stood on the sensitivity of this event, the fact that the university stepped in to investigate the students who held this event is worrisome.https://t.co/uVOqxg4V3n"
F,CDC adds health entry screenings at Atlanta airport due to coronavirus https://t.co/HS0Bb506wj
F,Launching the Confucius Classroom ⁦@USIUAfrica⁩ to enhance learning and research on China-Africa relations https://t.co/eJIAdcbWoE
F,These are early symptoms of deadly Novel Coronavirus - The Sentinel Assam - https://t.co/wTN4KRvggK
F,"#Breaking: a second new case of #WuhanCoronavirus was reported in #Macao, and local tourism authorities announced Thursday the cancellation of all Spring Festival activities"
F,China’s death toll from Coronavirus rises To 259 https://t.co/dl6kSjKZe0 https://t.co/i1Q8xdA4DY
F,"China was in the news, big time, today. This isn't a good thing in any arena. https://t.co/Msi5yuyOAB"
F,The shipping industry is getting smashed by the coronavirus https://t.co/qSlBf8UU6h
F,"on the left is surgical masks, on the right is n95 masks!! https://t.co/wXRH6d03wy"
F,*deep breath* PAYROLL TAX CUTS WILL NOT HELP CONTROL CORONAVIRUS
F,"@JiggIypuffdaddy @rdhesselbrock On the other hand coronavirus is a zoonosis, we know that many animals are sources of different coronaviruses and that authorities like WHO are warning about the possible viral risks of raw meat... https://t.co/3ZryszFL5d"
F,"‘They also warn that a patient with negative oral swabs after several days of illness may still be capable of transmitting the virus.’ Super,a ne... Studies show COVID-19 virus likely has multiple infection routes | CIDRAP https://t.co/3IijMDMip4"
F,"Did you know that #China has managed to record impressive progress in the agricultural sector? Other notable countries in this regard include #Argentine, #Brazil, #India and #Tanzania"
F,Philippines' Cebu Air fears profit hit of up to $78 million from virus outbreak https://t.co/CCy1qsvrWi https://t.co/PRQB9V7Q6q
F,"Ontario reports 3 new coronavirus cases, brings province's total to 18 #coronavirus #COVID19 #CoronaVirusUpdates https://t.co/1WgZe75yFh"
F,2. The timing of Netflix’ new documentary series about preventing an outbreak at the same time a pandemic of massive proportions is brewing is seriously no coincidence...like when 2 seemingly competing monster movies come out the same year...it’s part of their marketing plan..
F,Combine Nigeria’s potential for success and its close relations with US economic foes like China and what we have is a regime-change accident waiting to happen
F,"#Japanese authorities report 70 new people infected on the quarantined ship, so 355 are already infected. 🇯🇵 #coronavirus 🌏🌍🌎 #COVID19 🦠 https://t.co/uuJiIYV3av"
F,"@Drewdini_ @_cDoVa [If this would happen it would screw me over.] It wd help whole economy, business, US security overall, compete w China. No more taxes are needed. (But they want to tax AI trading.) Youre right if you mean house prices probly rise due to sudden student demand for homes"
F,Can black people get Corona virus? #CoronavirusInSA
F,"@DataCoronavirus ""The MofH has confirmed individuals returning from affected regions (Wuhan) do no need to be isolated at home or kept home from school."" Quote from Langley Advance Times Feb 5"
F,".HHAhmedBinSaeed, President of Dubai Civil Aviation Authority thanks #UAE’s health authorities for their 24/7 commitment &amp; agility these past weeks in keeping the country’s travelers, communities and the cities safe during the COVID-19 crisis. … https://t.co/gErFh6EjK6"
F,"46 tested, 46% confirmed cases, most of who were crew. Going to be a lot of positive tests on that boat https://t.co/KJIwOUS8jE"
F,The #coronavirus is bad news but put it in proper perspective. Since 10/1/19 there have been over 6600 deaths from #flu...in the US! https://t.co/5AIfoNcEJD
F,#jamesbond film release put back 7 months due to the coronavirus? There’s something we’re not being told here I think. Is it the inappropriate name 🤔 #NoTimeToDie
F,UK FTSE 100 INDEX DOWN 3.2% OVER CORONAVIRUS CONCERNS
F,Nepal confirms first case of new coronavirus | Article [AMP] | Reuters https://t.co/sWz0ftka7f
F,@tentspitch @JamesonCrowton @jeremycorbyn Yeah but they have a higher chance of being in China recently or being in contact with Chinese people from there
F,"@1N30EMYlRytCc2E @rCBREsvzND7uyMu @Caribbean_salt I hope so. I disagree with their control of information and some actions. At the same time, I sympathise with the scale and horror of the situation and the difficult choices they are being forced to make. I do believe Wuhan and China are sacrificing for themselves and the world"
F,"#TRUMP PLANS TO MEET WITH ECONOMIC TEAM, INCLUDING U.S. TREASURY SECRETARY #MNUCHIN, LATER ON MONDAY ON #PROPOSALS ADDRESSING #CORONAVIRUS -ADMINISTRATION OFFICIAL"
F,@JustinTrudeau @jguaido How about you stand with Canada. https://t.co/LDonc2L6nc How can you allow over 1000 people to enter with no protocols in place. Do you even care? I didn't vote for you're our PM... act like it! #coronavirus
F,".@msnbc .@cnn Trump &amp; his admin been stating many folks will have low-level form of the coronavirus &amp; not know they have it. Which means, &amp; especially since there's no antidote for it, community transmission will be ON-GOING. If you develop a respiratory condition, you're screwed"
F,@kr3at I hope I die. I’ve been trying to for 5 years but I don’t have the guts.... life in and out of hosp on pension for PTSD.. bring on corona 😊 sad for vulnerable folk though and caoss and fear it would make
F,Typical that there’s people freaking out about the corona virus and the changed attitude towards Chinese/Asian people. #media #predictable https://t.co/5llJh6AaYy
F,@epstein_dan The only way to help China is to get rid of CCP from it! CCP is the actual coronavirus of China
F,"Jeff Ferry: China pilfering costly US medical research from labs, universities https://t.co/ehcaTYwM94 via @wacotrib"
F,Oman Air says it is in constant touch with airline regulator PACA. @omanair https://t.co/GQXmqyO8Hf
F,"@Erin09969945 This is at the county level. Absolutely testing should be done for any patient with coronavirus symtons testing negative for flu, etc. Especially if they have known travel to infected areas, but even when they don’t they should still be tested"
F,"$9 Cabbages, Emergency Pork: Coronavirus Tests China on Food - https://t.co/30o3bG2Z2T #GoogleAlerts"
F,★ Two people tested for coronavirus in Ventura County - KEYT #BreakingNews ➧➧➧ https://t.co/br6msG6g8f https://t.co/JRO3TLYvM3
F,#Myanmar #Yangon has a direct flight to #Wuhan and it flies once a week by #China Eastern Airlines. #RiskAssessment #WuhanCoronavirus #WuhanPneumonia https://t.co/zMU79U4lnm
F,"It's the first Monday of March! Join @riatrillo, @mikealimurung, @ChristineJacob7, @Andrei_Felix on #CNNPHNewDay • Senate resumes probe into alleged sex trafficking in POGO industry • 3 more quarantined in Tarlac show COVID-19 symptoms • Mag-5.7 quake hit Capoocan, Leyte https://t.co/f8V47jREbK"
F,"In Italy, the government forces all its citizens to perform a corona virus test. In Mombasa, however, no one can spread the disease to others. Thousands suffer, and Iranian government not responsible #IranCoVidTruth"
F,Fears that coronavirus may turn into pandemic grip Washington - https://t.co/snkLyMuSby
F,"@BaldingsWorld My Chinese friends in China already told me that weeks ago. It's just incredible, even if the use VPN, they only use it to watch porn or business. There's no hope. The few who understands what's really going on only want to immigrate. China, a 1.4 billion people jail"
F,Is Emperor Corona issuing a shoot to kill order against #coronaviruschina victims? Why this Chinese cop is carrying a AK47 if there is no such an order? https://t.co/cv3hlkEp66
F,Americans with coronavirus were flown home over CDC objections: report https://t.co/0g11tCi6YE
F,"@agent_of_change @joan_poh In fact, it's less than 500 per day. continue to fight against coronavirus"
F,CORONAVIRUS UPDATE: What is #China hiding? And how should the #US military prepare for quarantine? https://t.co/scBf83RSc1 #USA #America #truth #WorldNews #news #coronavirus
F,"Central Texas: Medical supply stores running out of medical masks, following possible case of coronavirus - CNN https://t.co/BlR1WQRQ2R"
F,China practises COVID-19 takedown procedure https://t.co/mK06M3GR4h pretty barbaric #fishingnetpolicing
F,Coronavirus: Don't use vodka to sanitise hands https://t.co/GqefWzdLvA
F,Grattan on Friday: Coronavirus adds to Scott Morrison's many woes https://t.co/9VAjCqKnxP via @ConversationEDU
F,We will likely take out 2015/16 lows in coming months given lag time. This port traffic preceded arresting of activity at Chinese ports stemming from coronavirus. https://t.co/GqOsQCSYZr
F,"@Craig22072853 Seattle is not immune to the opiod epidemic. We do have serious drug problems here. However, I have seen nothing yet about motives in these crimes. Do you have evidence for these claims or are you just trying to add partisan hate to a tragedy"
F,BRIEF-China's Hubei Province Has Reported Additional 15 Deaths Linked To Coronavirus Outbreak- Bloomberg https://t.co/NBE21GvMLq
F,What is the coronavirus? Facts on coronavirus. https://t.co/h5wnD3ciOV
F,"GeoVax and BravoVax (Wuhan, China) Collaborating on the Development of Coronavirus Vaccine https://t.co/1nOOc8UMnV #coronavirus #collaboration #groundzero #vaccine $GOVX $GOVXD #BravoVax https://t.co/h1BcOAv106"
F,"Doctor Jorge Sales Marques informed Macau News Agency (MNA) that, although the SAR has so far managed to avoid any new confirmed Covid-19 cases in the last two weeks, residents should keep up with the recommended health measures... https://t.co/5ByrGobQWA"
F,@zlj517 In sha Allah China 🇨🇳 will definitely win the battle against this virus. We the Pakistanis are always with our Chinese brothers in this difficult time. Long live pakistan 🇵🇰 China 🇨🇳 friendship
F,"😭This is sad. If the people of #china were more informed by their govt, maybe they wouldn't resort to believing these types of lies. People have a right to know the truth! #coronavirus #WuhanOutbreak #coronavirusaustralia #CoronaVirusCanada #nCoV19 #WuhanCoronovirus https://t.co/cS48rfPd3G"
F,Toilet rolls are currently in short supply in Hong Kong due to shortages caused by panic-buying during the coronavirus outbreak. https://t.co/imk19COmSb #Wuhancoronavirus
F,Berlin wants to evacuate more Germans from virus-hit Wuhan: magazine https://t.co/PxijZR4oal
F,Was Jared somehow unavailable? BBC News - Trump names VP Pence man in charge of coronavirus response https://t.co/bgxNfly8nN
F,China to fast-track biosecurity law in coronavirus aftermath https://t.co/ClQlnNiw9t via @scmpnews
F,Nearly 200 evacuees to leave coronavirus quarantine in US https://t.co/0TfSPk2dZX
F,@LSDinmycoffee Coronavirus rekt financial systems so people can conveniently buy magic internet money
F,"I'm not sure this is anything relevant to the #WuhanCoronavirus outbreak, but I'd like to know more about the incident. #Canada https://t.co/7A09MASG8X"
F,"RECESSION: Japan and Singapore appeared to be on the brink of recession on Monday as the coronavirus epidemic disrupted tourism and supply chains around the world, and as China imposed tougher restrictions to try and stop the virus spreading. https://t.co/xTjgfq2DGI #covid19"
F,"Here's a clue on how widespread the #Coronavirus is now. #Egypt's total rose yesterday from 3 to 48, based on a single tour boat. 45/150 on board tested +ve; 19 of these r foreigners; many/most not yet symptomatic. One case was prev. exported to Taiwan. https://t.co/fIOEuW7m2s"
F,"Pandemic on the way: Coronavirus infections increase, flight carrying passengers from China set to arrive in UK https://t.co/LX3ZQfJtl3 #FoxNews"
F,"A deliberate FF target of CHINA would never be right in CHINA, and certainly not in the same city, or neighborhood. If you read an article from the time the Wuhan BioLab was opened, there was a lot of talk about national pride and proving to the world that China can do bio work"
F,WHO underestimates the spread of the Coronavirus https://t.co/t4Bf5Z5Ztq
F,China announces agreement with US to phase out additional tariffs https://t.co/MGs8odFtPB https://t.co/kC8okrlaCs
F,"@thepondinthebox @sassistheword Seattle,Tacoma is not,one of the airports that CDC has listed as screen8ng sites for Corona Virus"
F,@FOHMaster @killerswan @JeremyFarrar @NIH @CEPIvaccines Overall the prospects for coronavirus vaccines in this 11 year old review seem gloomy. Let's hope the new trials do better. https://t.co/poTGqGnUVJ
F,"UK makes 'breakthrough' in finding coronavirus vaccine, a researcher says #2019nCoV https://t.co/fRObMJBJwg"
F,@realDonaldTrump The Japanese coronavirus response is wrong. Please speak to President Trump and Prime Minister Shinzo Abe
F,@pubperspectives @Porter_Anderson @IntPublishers CCP is now longing its claws to people outside China We should stop CCP by now https://t.co/yN9Io2WZFz
F,Man City v Arsenal called off as coronavirus hits Premier League https://t.co/J2zirPz9LT
F,"Overnight, the #WHO sent a team of experts to #China, where the #coronavirus death toll has soared, and more #Americans have now tested positive for the #VirusCorona on a quarantined #cruise ship https://t.co/IY0DwXvE69"
F,“Here's A Running List Of Disinformation Spreading About The Coronavirus” https://t.co/EKx5XTKdC0
F,Indian-American Appointed Key Member Of US Coronavirus Task Force - https://t.co/2t9Nid9Ct6
F,"Help prevent #CoronaVirus spreading. Wash your hands more than usual, for 20s with soap &amp; water, or use hand sanitiser. Especially when you: ▶️Get home or into school, college or university 🤧Blow your nose, sneeze or cough ▶️Eat or handle food ➡️ https://t.co/vZvkU18g1i https://t.co/zz2nYuA0Vg"
F,"#OPINION: With no reliable screening and isolation during the incubation period, people arriving from #China pose a serious threat of spreading the infection among the general population, writes Dr. Mehreen Mujtaba || #Pakistan https://t.co/gXprk0Q2US"
F,@atrupar Model American criminal law like China's?? And have mobile execution vans deliver lethal injections and police stations post mug shots of the state-sponsored executions with a big fat red ❌ covering their faces? That's the America he wants? He is truly an un-American despot
F,China’s economy is going to drag the rest of the world with it.📉 #coronavirus https://t.co/XUBWhMgxw9
F,#CoronaVirus #DiamondPrincess Western Ass-Hole politicians waited for the cruse ship to be completely INFECTED before evacuating their citizens ! @CNN @nytimes @washingtonpost @BBCWorld @Reuters @AFP @DerSPIEGEL @CBCNews https://t.co/JlUkqNGQtV
F,"Pranksters dressed in hazmat gear spill fake coronavirus on N.Y. subway, scaring commuters https://t.co/5rfH5mZnmm https://t.co/mT5FyEmQtr"
F,monday is going to be total financial market turmoil lmao https://t.co/QIfaFkz9ps
F,"“The Next #Coronavirus Can Be Stopped Now With Public Health Measures” via ⁦@ForeignPolicy⁩. The next US President MUST commit to #EndPandemics of #hiv, malaria and TB and to prevent future pandemics. More at https://t.co/A6WZHse2nC! #COVID19 https://t.co/gxI7RJi7cP"
F,"@lopezdoriga Mientras tanto en Canada: ""The federal government has now secured a plane to help bring citizens stuck in the epicentre of the novel coronavirus outbreak back to Canada from China."""
F,"@WSJ Walter Russell Mead @wrmead @WSJ editors publish《 China is real sick man of Asian》use vicious words attack Chinese people in this grief moment still self isolation to protect more people in the world,They don't have any conscience of humanity.https://t.co/FLaj934S5V"
F,⚠️Corona Virus Update⚠️ -Worldwide (other than #China): 28 countries and regions. Infected 275 - death 1 (with unofficial reports that there are more). For more details click on the map. https://t.co/sbujBuyfvP
F,"This is what the corona virus/covid-19 is doing to these people in wuhan, China 🙏 https://t.co/wArDChROkR"
F,"#Vietnam quarantines commune of 10,000 people over #coronavirus #Вьетнам"
F,Our latest report on estimated cases of #coronavirus #2019nCoV now available in #Mandarin 🔰https://t.co/7A77NXZ3iw https://t.co/ahzDKjdQEw
F,"#caronavirusoutbreak Australia has said it plans to keep evacuees on Christmas Island for two weeks,the maximumincubation period of the newly identified virus which has sparked a global health emergency and killed more than400people in China, mostly in Wuhan and surroundingHubei https://t.co/drZp2x3pnL"
F,Infectious disease and other experts have agreed that Japan is in the early stage of a coronavirus outbreak @TheFireTracker2 @discardedbacon https://t.co/VITPlKTIUn
F,UK heading for coronavirus lockdown after explosion in european cases https://t.co/XsVPFv5Xxd @MailOnline
F,"@joshmich Correct: Not calling “CCP Wuhan Virus” a pandemic at this point is based on political concerns, not epidemiological ones"
F,@raddark But EU doesn’t have trade war with China. And European leaders understand that the future is Eurasia
F,An interactive web-based dashboard to track COVID-19 in real-time was published by John Hopkins Whiting School of Engineering. Online Coronavirus mapping dashboard. #Coronavirus #CoronaVirusUpdate #kairostech #COVID19 https://t.co/MMeuFQc3wu
F,"The video below made by a Nigerian living in Wuhan, the epicenter of the #COVID2019 outbreak reveals practical tips on how to protect yourself. Click the link: https://t.co/KGLpcCXTay Please stay calm, panicking would do no good. #CoronavirusInNigeria #COVIDー19"
F,Technology in health solutions and human life. #AdoptTechnology👇👇 https://t.co/yD7oVkSkjK
F,"Number infected by China virus rises to nearly 6,000: official"
F,"Not one doubt it is man made, China man made! https://t.co/e8dTIjSQh2"
F,#UK Government Strategy Announced! Self-isolation booths for #coronavirus patients arriving in UK identified. #CoronaOutbreak #WuhanVirus #Wuhan #CoronaVirusOutbreak https://t.co/fgjT9pCNf8
F,Iran Caught Selling its Citizens Fake Anti-Bacterial Spray Against CoronaVirus https://t.co/n4SRgcF0xT #prepper
F,You can't make a car with 99% of the parts. Coronavirus could wreck the global auto industry SEE DETAILS AT ==&gt; https://t.co/BLuKspTNNQ #virus #coronavirus #sars #flu #china #trump #Vindman
F,Seriously! Almost Puked multiple times ! Must see just don’t have a burger in hand while you do . https://t.co/GiBBauxSBa
F,The data seems to show human resistance to #coronavirus seems to be getting stronger day by day even with no vaccine. The bad news: it seems to be very easy to get and transmit with symptoms not showing up for a week or longer. https://t.co/sZgU3rVCJu
F,"I’ve not really had any issues with Trump besides how he handled Iran, but how about we focus on the coronavirus instead of the Democrats? You want to get re-elected? Stop tweeting and go all out on containing and fixing this outbreak https://t.co/HQjxFHkHdU"
F,"Five million people had left Wuhan in the weeks before the lockdown, as news of a new, mysterious ailment spread, the @AP quotes its mayor as saying. Their Lunar New Year path reflects the spread of the nCOV virus. https://t.co/EXrwnUb6mT"
F,Mark Esper: ‘Rising threat’ China tops US’s adversaries list https://t.co/Ne6q6vT8wQ
F,"Tonight on #TheNine: We speak to Tom Hancock, the last British journalist left in Wuhan where the coronavirus is believed to have originated. The Chinese city has been put on lockdown with all travel cancelled as the government try to prevent the spread of the virus. https://t.co/QEEwWmWCCp"
F,"@eruditechick Maybe they should have voted for the smart lady with the #coronavirus plan that included economic stimulus. Now they're demanding her help after she's had a plan for months. But...""wOmEn cAnT lEaD"" 🤦🏻‍♀️"
F,C.D.C. Confirms First Possible Community Transmission of Coronavirus in U.S. https://t.co/h9BPS2CJrZ
F,"@ThePubliusUSA @AmyMcGrathKY Two reasons to stay away from Kentucky during Derby days, Corona Virus and #MoscowMitch"
F,"A Universidade de Dundee tem um exchange program com a Universidade de Wuhan, which means we’re all gonna day ✌🏻🤙🏻👌🏻👍🏻💪🏻"
F,"I can't help seeing the news about #2019_nCoV and thinking about the book I read in 1994, ""The Hot Zone"", A factual book about a near thing with an Ebola relative that could transfer through the air. We got lucky. Only killed monkeys, in a USA incoming quarantine lab. #wuhanSARS"
F,Comments section quarantined for outbreak of coronavirus-related racism https://t.co/sCV86ue9ys via @TheBeaverton
F,The outbreak will no doubt have varied impactful consequences for student &amp; faculty mobility . And likely erode enrollment of Chinese students in US campuses for this summer and into the ‘20-21 academic year. Exchanges at all levels will suffer. https://t.co/ZnPc9xhQIn
F,"DNA sleuths read the coronavirus genome, tracing its origins -“It can also tell us how the outbreak started — from a single event of a virus jumping from an infected animal to a person or ,,,new introductions from animals or human-to-human transmission.” https://t.co/PT1NEcxZDO"
F,"Health Secretary Matt Hancock has announced an ""emergency battle plan"" to contain coronavirus in the UK by asking newly-retired NHS staff to return to work. @ianpaynesport asks: Do you think this idea will work? https://t.co/YeH1HHchDt"
F,"As of Tuesday, there have been 47 confirmed cases of the virus in Singapore. https://t.co/N1eciopASE"
F,Corona killed more traders worldwide then infected persons
F,"Kudlow is correct here. Like SARS and Ebola, coronavirus will be brought under control. However, when socialism rots and destroys the economic engine of an economy it is extremely difficult and painful to get back on the path of growth. #AbLeg #cpcldr https://t.co/R0aEOlhzVk"
F,@OoasWaho via @Ecowas_cdc supports the upgrading of @ecowas_cedeao Member States entry points in compliance with @international health regulations in order to be ready to detect and respond to outbreaks as is currently the case with the new coronavirus in China. https://t.co/iuFs6Rivwh
F,Sky wanna justice say I Twitter please all be in a street so all can see truth soon so more people can be ok sky is prove for Corona Elizabeth fault and they cost the they see the end for them they get death sentence n they be send hell https://t.co/io9vtMFqDC
F,#China Wants #Food. #Brazil Pays the Price. https://t.co/Mr3czRUmXJ #Amazon #economics #climatechange #pollution #environnement
F,"@GMA Wuhan China is where the “people” enjoy roasting live dogs from the outside in 😡. Personally, I could care less if most of disgusting China (&amp; Asia) disappeared .."
F,NASA images show coronavirus shutdown has cleared China pollution https://t.co/9qRVGs7hVc
F,"#NEWS The number of people infected by the Wuhan coronavirus could potentially double every six days in the absence of a major intervention by public health authorities, according to Prof. Gabriel Leung, chair of public health medicine at University of Hong Kong. #coronavirus"
F,"WATCH: Senator Tom Cotton Shreds China's Official Virus Story, Warns Of ""Super Laboratory"" Proximity https://t.co/Ynpf9VCa83"
F,Republicans storm out of coronavirus briefing after Democrat rips Trump's response https://t.co/qHLmYjFUy5 via @politico
F,"More businesses reopen in China, but many people stay home https://t.co/xoo9Hn1g0x https://t.co/DdiQOHtguK"
F,@SuperIce97 @KillroyWasHere @Gardoron @rynmrtns @SexyOyster @latimes Comparing strictly US flu rates to GLOBAL Corona rates is apples and oranges
F,BREAKING NEWS! Corona Beer changes their name to avoid association with the deadly #coronavirus outbreak! @FoxNews @greggutfeld @JesseBWatters https://t.co/d5O6hSavJU
F,"@muhdaimanharith @dytiaaurinh @DGHisham A patient recovers, not cured. There's no vaccine for the disease yet. How is one cured? https://t.co/VcsEuFrddj"
F,"Low Stock, High Prices for Coronavirus Supplies https://t.co/pSURs6eFK9 #WeightLoss #Fitness #Health"
F,TAIWAN'S FOXCONN HAS RECEIVED CHINA GOVERNMENT APPROVAL TO RESUME PRODUCTION AT KEY PLANT IN ZHENGZHOU -SOURCE WITH DIRECT KNOWLEDGE
F,China’s Government Is Like Something out of 1984 -- SEE ALSO The Social Credit System WIKIPEDIA governmenthttps://www.nationalreview.com/2020/02/china-communist-government-technological-revolution-orwellian-dictatorship/
F,Why would one of the world's most developed nations start using anti-HIV drugs to treat coronavirus infections if there wasn't some truth to initial studies about this possibility? https://t.co/ANAzsMt8CQ https://t.co/ymfVonnqMT
F,"One issue with this is the shortage of testing kits, particularly in Wuhan. Maybe you don't believe the Chinese numbers. But the growth in non-Chinese cases was just 7.5% yesterday. It seems likely that this virus spreads easier and is less deadly than the WHO thinks"
F,"😷A South African English teacher living in Wuhan, China, said that she had not stepped outside her home in seven days😢 #CoronaVirus https://t.co/DFcHZI9BwW"
F,"In USA 29 MILLION HAVE HAD OR HAD THE FLU - 16,000 HAVE DIED ALREADY. THIS CORONA VIRUS YES SERIOUS NOT HALF AS SERIOUS AS THE DAMAGE FLU IS DOING @POTUS. @realDonaldTrump NEVER talks about flu. Three letters one syllable, can't be that hard eh? @goodfellow68. @BernieSanders"
F,Newspaper headlines: Italy in coronavirus 'chaos' and quarantine 'farce' https://t.co/WH184b1bgl #London #News https://t.co/2RtfYUmbka
F,A Senior UNDP Official forecasts Latin American &amp; Caribbean countries (LAC) may suffer disruptions to their su... https://t.co/TPhNQiHoxS
F,The authorities have shifted their policy from containment to triage. Triage means they know everyone is not safe and they are trying to minimize fatalities. Only yesterday were my parents given a proper N95 face mask. Triage. #diamondprincess #coronavirus
F,"#COVID-19 appears to be turning it's survivors into hybrid ""typhoid Mary's."" #coronavirus https://t.co/ZfpCebOxj7"
F,"CDC has made up yet another FAKE disease to scare the masses. When Congress wrote a check for $6 Billion, the FAKE Zika virus disappeared over night"
F,I'm bidding on little ebay shit from China that's under a dollar as motivation to make money but these bitches keep OUTBIDDING ME https://t.co/cMnKUwzv27
F,"“The left should seize the opportunity afforded by foreign rivalry to advance a progressive domestic agenda—embracing an ambitious program of investment, innovation, social inclusion, and national renewal.” https://t.co/vmFN4BMDW4"
F,WUHAN VIRUS/Taiwan discharges second patient to recover from coronavirus infection https://t.co/lQRNtTBsqe
F,Pet Dog of Coronavirus Patient in Hong Kong Infected in Likely Case of Human-to-Animal Transmission https://t.co/XJ6N5iTOuP Follow me on @Rikins https://t.co/iowOG6IQIu
F,"#NoMeat_NoCoronaVirus Consumption of meat is linked to many diseases like cancer, diabetes, obesity, cholesterol, heart diseases, etc. Meat is the only root Corona Virus So please Stop Eating Meat... https://t.co/SPbiunCcp5"
F,"🦠COVID-19 #COVIDｰ19 #COVID19 #coronavrius 🇨🇳The Wuhan Red Cross is an epitome of the China Gov, ego bloated &amp; selfish, and all resources are prioritized within the government. Even if you call in front of the screen or anger at the keyboard, those shit won't be given to them. https://t.co/x6sxFumm52"
F,@waltshaub @Acyn He was actually being quite reasonable there. he said specifically that we don't have strong evidence about the connection but it is suspicious and China has not been sufficiently transparent
F,Coronavirus Cruise Crew Pleads for Help: ‘Soon We Will All Be Infected’ https://t.co/51GCMhpvty #SmartNews
F,"China and India combined have nearly 40% of the world's population. If one gets busted the globe goes down. Countries already in recession: Turkey, Argentina, Brazil, Bolivia, Iraq, Germany and Russia. Soon to be most countries as growth is stalling: https://t.co/wUlacohNmw"
F,LG pulls out of MWC due to coronavirus concerns https://t.co/edB5Rnyl3E
F,I can supply big quantity N95 mask #Wuhan #WuhanCoronavirus #coronovirus
F,Please confirm from other source. But it appears (not checked) that #Stanford follows the #UW's decision to cancel in person classes in response to #COVID19. https://t.co/Wl4VcqAXPN
F,Japan warns of coronavirus hit on tourism but keeps 40 mln visitor target https://t.co/5Nhji4EefJ
F,"Guardian has now fallen foul of my propaganda policies. Publishing questionable articles of late, Coronavirus fear-mongering. Obsessive writer on staff who publishes anti-Russian articles, while another publishes anti-Chinese. Tech editor is nationalist.😅https://t.co/7v1yOoTfnb"
F,"Those numbers may be slightly off: 213 fatalities (last China National Health Commission announcement) 243 recovered (from Xinhua yesterday, the most recent I’ve seen) 46.7% fatality rate in cases whose outcome is known in China"
F,Coronavirus-caused travel restrictions could ‘wipe out’ half of oil demand growth for 2020 | https://t.co/odgaqfGpoc
F,i didnt realize an irl acquaintance is now stuck in Wuhan and the th government kept saying there is nothing to worry about when ppl there are fighting very hard each day trying to fight the mental breakdown and to contact for help to get to their HOME to their FAMILY safely!
F,"@Ahmad0333Azan @theworldindex External Affairs Minister S.Jaishankar has declared that if Pakistan makes a request, India will airlift it's citizens from Wuhan. Abbey Kyu galat news spread Kiya tunne??Kya Mila tujhe..Ghantaaaaa"
F,Coronavirus outbreak to cost airlines almost $30bn SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #trump #tiktok https://t.co/j8AltHEpnn
F,@DA_Stockman corona virus engineered to disrupt supply chain
F,14 Americans test positive for coronavirus as U.S. evacuates cruise passengers https://t.co/J7iLqLIlLz
F,#day8 #coronavirus #CoronavirusOutbreak #quarantined on #DiamondPrincess a daily normal life is showing in front of me through the bridge. I believe I will experience this bridge soon after 19th #HanginthereDiamondPrincess https://t.co/poLx186d1d
F,"@Dropbeared @AenesidemusOZ @MeldrumDan @QandA This is about fraud, not communism, although China does link them together occasionally"
F,What a lot of news fuss being made around the coronavirus ... average of 25 deaths per month ... whilst 38000 die per month from flu yet nobody bats an eyelid 🧐🤔 I smell 💩💵💰 https://t.co/8CyH8oI9Hh
F,"@MollyMcKew Europeans sided with Russia, nordstream2; with China Huawei in UK; barely helping Ukraine. Problem in the West is not just Russian/Chinese temptations offered but their far-left and far-right propaganda has destroyed passion for liberty and willingness to fight. Pacifism spread"
F,Coronavirus Fears Finally Topple the Stock Market’s Kingpins https://t.co/aoC8IB3vfv
F,"“Corruption is worse than all the diseases we have now and I strongly believe coronavirus is caused by corruption,"" he said. @officialEFCC @MBuhari @Fmohnigeria #PastorAdeboye @DrEOEhanire #COVID19 https://t.co/vVTgphX7r7"
F,"@vurnt22 Coronavirus appears to transport with the wind. Just like flower seeds, it can drop anywhere. One theory is the deforestation methods helps spread it. Either way, it keeps spreading until a vaccine is available"
F,"@DrDenaGrayson @thespybrief @CDCgov @WHO Dr. Grayson is this a virus the Chinese are studying in the Wuhan lab, and could it have escaped"
F,@markmq2008 @cnni @jgriffiths China created the virus
F,Ex-FDA chief Scott Gottlieb fears China’s coronavirus cases ‘dramatically underestimated’ https://t.co/q9rGJLphkx https://t.co/u32HR8hm1Z #paidsurveys https://t.co/uesP5DvulO
F,"far fetched anti panic trading idea. LHA is german flag carrier, DE government will take care of them as before. price is beaten down, oil is cheap as never before. when corona is over people will travel again. potentially opportunity to buy very long term OTM call options"
F,@HimaliKanchha @Trailokyaaryal Recently China thanked Canada for not sensationalizing the virus like Americans are doing. That says a lot . China is getting reallly sensitive to this bcoz the Economy depends on it . Main thing is they are trying to control it unlike Saars time
